id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max
wrinkleleaf-goldenrod,wrinkleleaf goldenrod,Solidago rugosa,mound,3-8,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,3.3,,,,#6b5a4a,6-11,heavy,SORU2,Solidago rugosa Mill.,Forb/herb,CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Summer,Fall,3.3,Medium,Medium,Medium,Yes,Yes,No,5.0,7.5
seaside-goldenrod,seaside goldenrod,Solidago sempervirens,mound,3-8,8,#e8d24a,,,,,full-sun,low,"sandy,loamy",,3.5,,,,#6b5a4a,6-11,light,SOSE,Solidago sempervirens L.,Forb/herb,CAN:N|L48:N|PR:I,Multiple Stem,Semi-Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,Spring and Summer,Summer,Fall,3.5,High,Medium,Low,Yes,Yes,No,5.5,7.5
mescal-bean,mescal bean,Sophora secundiflora,vase,3-8,3,#8f6fb3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,15,,,,#3a3a34,3-8,moderate,SOSE3,Sophora secundiflora (Ortega) Lag. ex DC.,Shrub,L48:N,Multiple Stem,Semi-Erect,Medium,Dense,Dense,Yes,Yes,No,Yes,Early Spring,Spring and Summer,Spring,Summer,15.0,High,Medium,Medium,No,Yes,Yes,6.0,9.5
alkali-sacaton,alkali sacaton,Sporobolus airoides,grass,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,SPAI,Sporobolus airoides (Torr.) Torr.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,Yes,6.6,9.0
smooth-cordgrass,smooth cordgrass,Spartina alterniflora,grass,3-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3.5,,,,#6b5a4a,6-8,light,SPAL,Spartina alterniflora Loisel.,Graminoid,CAN:N|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Summer,3.5,High,None,High,Yes,Yes,Yes,5.5,7.5
american-bur-reed,American bur-reed,Sparganium americanum,mound,3-5,,#5b7a4b,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.2,,,,#5b7a4b,3-11,moderate,SPAM,Sparganium americanum Nutt.,Forb/herb,CAN:N|L48:N|SPM:N,Colonizing,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,3.2,Medium,None,High,Yes,Yes,Yes,4.9,7.3
sand-cordgrass,sand cordgrass,Spartina bakeri,grass,6-8,6-8,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,6.6,,,,#6b5a4a,6-11,moderate,SPBA,Spartina bakeri Merr.,Graminoid,L48:N,Bunch,Erect,Fine,Dense,Dense,Yes,No,No,No,Summer,Summer,Summer,Fall,6.6,High,None,High,Yes,Yes,Yes,5.0,8.6
nodding-lady-s-tresses,nodding lady's tresses,Spiranthes cernua,mound,3-8,8,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,1.5,,,,#6b5a4a,3-11,moderate,SPCE,Spiranthes cernua (L.) Rich.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Spring,Fall,1.5,High,None,High,No,Yes,Yes,4.5,6.5
scarlet-globemallow,scarlet globemallow,Sphaeralcea coccinea,mound,3-8,3-5,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1.5,,,,#6b5a4a,6-11,heavy,SPCO,Sphaeralcea coccinea (Nutt.) Rydb.,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,Yes,No,Spring,Spring and Summer,Summer,Fall,1.5,High,High,Low,Yes,Yes,No,6.5,8.4
composite-dropseed,composite dropseed,Sporobolus compositus var. compositus,grass,3-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,moderate,SPCOC2,Sporobolus compositus (Poir.) Merr. var. compositus,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,No,5.5,7.0
sand-dropseed,sand dropseed,Sporobolus cryptandrus,grass,3-5,8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,heavy,SPCR,Sporobolus cryptandrus (Torr.) A. Gray,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Spring,Summer,Fall,3.0,High,High,Low,Yes,Yes,No,6.6,8.0
big-cordgrass,big cordgrass,Spartina cynosuroides,grass,3-8,3-5,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,8,,,,#6b5a4a,6-11,light,SPCY,Spartina cynosuroides (L.) Roth,Graminoid,L48:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,No,No,Spring,Spring and Summer,Summer,Fall,8.0,High,None,High,Yes,Yes,Yes,5.8,7.5
mesa-dropseed,mesa dropseed,Sporobolus flexuosus,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-8,heavy,SPFL2,Sporobolus flexuosus (Thurb. ex Vasey) Rydb.,Graminoid,L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,3.0,High,High,Low,Yes,Yes,No,6.0,8.0
prairie-wedgescale,prairie wedgescale,Sphenopholis obtusata,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,3.2,,,,#6b5a4a,6-8,moderate,SPOB,Sphenopholis obtusata (Michx.) Scribn.,Graminoid,CAN:N|HI:I|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Spring,Spring,Summer,Summer,3.2,Medium,Low,Medium,No,Yes,Yes,5.0,7.5
saltmeadow-cordgrass,saltmeadow cordgrass,Spartina patens,grass,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.2,,,,#6b5a4a,6-11,light,SPPA,Spartina patens (Aiton) Muhl.,Graminoid,CAN:N|L48:N|PR:N|VI:N,Rhizomatous,Erect,Medium,Porous,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Fall,3.2,High,Medium,Medium,Yes,Yes,Yes,5.5,7.5
prairie-cordgrass,prairie cordgrass,Spartina pectinata,grass,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy",,8,,,,#6b5a4a,6-11,light,SPPE,Spartina pectinata Bosc ex Link,Graminoid,CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,8.0,High,Low,High,Yes,Yes,No,6.0,8.5
common-duckmeat,common duckmeat,Spirodela polyrrhiza,mound,3-5,8,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,,,,,#6b5a4a,6-11,light,SPPO,Spirodela polyrrhiza (L.) Schleid.,Forb/herb,CAN:N|HI:N|L48:N|PR:N|VI:N,Single Crown,Prostrate,Fine,Porous,Porous,No,Yes,No,No,Late Summer,Spring,Summer,Fall,,Medium,None,High,No,Yes,Yes,5.0,8.6
gulf-cordgrass,gulf cordgrass,Spartina spartinae,grass,3-5,8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6.6,,,,#6b5a4a,3-8,heavy,SPSP,Spartina spartinae (Trin.) Merr. ex Hitchc.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,Yes,No,Late Summer,Spring,Spring,Summer,6.6,High,Medium,Medium,Yes,Yes,Yes,5.5,7.5
seashore-dropseed,seashore dropseed,Sporobolus virginicus,grass,1-12,6-8,#6b5a4a,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,2,,,,#6b5a4a,6-11,light,SPVI3,Sporobolus virginicus (L.) Kunth,Graminoid,HI:N|L48:N|PB:N|PR:N|VI:N,Rhizomatous,Decumbent,Medium,Moderate,Moderate,Yes,No,No,No,Summer,Year Round,Summer,Fall,2.0,Medium,High,Low,Yes,Yes,Yes,6.0,8.0
big-sacaton,big sacaton,Sporobolus wrightii,grass,6-8,8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,5.5,,,,#6b5a4a,6-11,heavy,SPWR2,Sporobolus wrightii Munro ex Scribn.,Graminoid,L48:N,Bunch,Erect,Coarse,Dense,Porous,No,No,No,No,Late Summer,Summer,Summer,Fall,5.5,High,Medium,Medium,Yes,Yes,No,5.6,8.0
american-snowbell,American snowbell,Styrax americanus,vase,,3-5,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy",,10,,,,,6-11,,STAM4,Styrax americanus Lam.,Shrub,L48:N,,,Fine,Porous,,No,No,No,Yes,Spring,,Summer,Fall,10.0,Medium,Low,,Yes,Yes,No,4.5,8.5
bigleaf-snowbell,bigleaf snowbell,Styrax grandifolius,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,part-sun,,"sandy,loamy",,10,,,,#6b5a4a,6-11,light,STGR4,Styrax grandifolius Aiton,Shrub,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,Yes,No,No,Spring,Spring and Summer,Summer,Fall,10.0,Medium,,,Yes,Yes,No,4.5,6.5
sago-pondweed,sago pondweed,Stuckenia pectinata,mound,6-8,4,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,,,,,#5b7ea3,3-11,moderate,STPE15,Stuckenia pectinata (L.) Börner,Forb/herb,AK:N|CAN:N|HI:I|L48:N|SPM:N,Single Crown,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Spring,Summer,Spring,Fall,,High,None,High,Yes,Yes,Yes,6.0,8.5
st-augustine-grass,St. Augustine grass,Stenotaphrum secundatum,grass,6-11,,,,#5b7a4b,,,part-sun,medium,"loamy,clay",,0.9,,,,,,,STSE,Stenotaphrum secundatum (Walter) Kuntze,Graminoid,HI:I|L48:N|PB:I|PR:N|VI:N,Rhizomatous,Prostrate,Fine,Porous,Porous,No,No,No,No,,Summer and Fall,,,0.9,Medium,Medium,Medium,No,Yes,Yes,6.5,7.5
smooth-hedgenettle,smooth hedgenettle,Stachys tenuifolia,mound,3-8,5,#8f6fb3,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,25,,,,#6b5a4a,6-8,moderate,STTE,Stachys tenuifolia Willd.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,25.0,Low,Low,High,Yes,Yes,Yes,5.7,7.4
white-panicle-aster,white panicle aster,Symphyotrichum lanceolatum ssp. hesperium var. hesperium,mound,6-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,6,,,,#6b5a4a,9-11,moderate,SYLAH6,Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,Summer and Fall,Fall,Fall,6.0,Medium,Low,High,Yes,Yes,Yes,5.8,7.4
calico-aster,calico aster,Symphyotrichum lateriflorum var. lateriflorum,mound,3-11,6-8,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-12,moderate,SYLAL7,Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum,Forb/herb,CAN:N|L48:N,Single Crown,Semi-Erect,Coarse,Porous,Porous,No,Yes,No,Yes,Summer,"Spring, Summer, Fall",Summer,Winter,5.0,High,Medium,Medium,Yes,Yes,Yes,5.2,7.5
western-snowberry,western snowberry,Symphoricarpos occidentalis,vase,3-5,5,#f1f1e2,,#5b7a4b,,,part-sun,low,loamy,,3,,,,#f1f1e2,6-11,moderate,SYOC,Symphoricarpos occidentalis Hook.,Shrub,CAN:N|L48:N,Thicket Forming,Semi-Erect,Medium,Dense,Moderate,No,No,Yes,No,Late Spring,Spring,Summer,Fall,3.0,Medium,High,Low,No,Yes,No,6.6,8.0
coralberry-syor,coralberry,Symphoricarpos orbiculatus,vase,3-8,4,#f1f1e2,,#5b7a4b,,,part-sun,high,"loamy,clay",,2,,,,#b3261e,6-11,heavy,SYOR,Symphoricarpos orbiculatus Moench,Shrub,CAN:I|L48:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,2.0,Medium,Medium,High,No,Yes,Yes,5.5,7.5
mountain-snowberry,mountain snowberry,Symphoricarpos oreophilus,vase,3-8,5,#f1f1e2,,#5b7a4b,,,part-sun,low,"loamy,clay",,5,,,,#f1f1e2,6-8,moderate,SYOR2,Symphoricarpos oreophilus A. Gray,Shrub,CAN:N|L48:N,Rhizomatous,Decumbent,Medium,Dense,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Summer,5.0,Medium,High,Low,No,Yes,Yes,5.2,7.5
late-purple-aster,late purple aster,Symphyotrichum patens var. patens,mound,3-11,8,#8f6fb3,,,,,shade,medium,"loamy,clay",,2.5,,,,#6b5a4a,6-11,heavy,SYPAP2,Symphyotrichum patens (Aiton) G.L. Nesom var. patens,Forb/herb,L48:N,Multiple Stem,Semi-Erect,Coarse,Dense,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,2.5,Low,Medium,Medium,No,Yes,Yes,4.9,6.9
hairy-white-oldfield-aster,hairy white oldfield aster,Symphyotrichum pilosum var. pilosum,mound,3-11,8,#8f6fb3,,#5b7a4b,,,shade,medium,loamy,,3,,,,#6b5a4a,9-11,moderate,SYPIP3,Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,3.0,Low,Medium,Medium,No,Yes,No,5.4,7.0
eastern-annual-saltmarsh-aster,eastern annual saltmarsh aster,Symphyotrichum subulatum,mound,3-11,8,#5b7ea3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3,,,,#6b5a4a,6-11,moderate,SYSU5,Symphyotrichum subulatum (Michx.) G.L. Nesom,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Medium,Porous,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.0,High,Low,Medium,No,Yes,Yes,5.6,7.0
common-sweetleaf,common sweetleaf,Symplocos tinctoria,vase,3-8,5,#e8d24a,,,,,shade,,"sandy,loamy",,20,,,,#6b5a4a,9-11,,SYTI,Symplocos tinctoria (L.) L'Hér.,Shrub,L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Fall,Fall,20.0,Low,None,,Yes,Yes,No,4.5,6.5
bald-cypress,bald cypress,Taxodium distichum,tree,3-8,4,#8f6fb3,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,130,,,,#6b5a4a,6-11,light,TADI2,Taxodium distichum (L.) Rich.,Tree,L48:N,Single Stem,Conical,Fine,Dense,Moderate,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,130.0,Medium,Low,High,Yes,Yes,Yes,4.5,6.0
common-dandelion,common dandelion,Taraxacum officinale,mound,"3,4,5,9,10,11",3,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,0.5,,,,#6b5a4a,3-8,heavy,TAOF,Taraxacum officinale F.H. Wigg.,Forb/herb,AK:I|AK:N|CAN:I|CAN:N|GL:I|GL:N|HI:I|L48:I|L48:N|PR:I|SPM:I,Single Crown,Prostrate,Coarse,Porous,Porous,No,Yes,No,No,Early Spring,Spring and Fall,Spring,Summer,0.5,Medium,Medium,Medium,Yes,Yes,Yes,4.8,7.5
canada-germander,Canada germander,Teucrium canadense,mound,3-8,6-8,#8f6fb3,,,,,part-sun,high,"loamy,clay",,3.3,,,,#6b5a4a,6-11,moderate,TECA3,Teucrium canadense L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Porous,Porous,No,Yes,No,No,Summer,Spring and Summer,Summer,Fall,3.3,Medium,Low,High,No,Yes,Yes,4.5,8.0
yellow-trumpetbush,yellow trumpetbush,Tecoma stans,vase,3-8,,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,20,,,,#6b5a4a,6-11,heavy,TEST,Tecoma stans (L.) Juss. ex Kunth,Shrub,HI:I|L48:N|PB:I|PR:N|VI:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,Yes,No,Indeterminate,Spring and Summer,Summer,Fall,20.0,High,High,Low,Yes,Yes,No,6.5,8.0
intermediate-wheatgrass,intermediate wheatgrass,Thinopyrum intermedium,grass,3-11,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,4.5,,,,#6b5a4a,3-8,heavy,THIN6,Thinopyrum intermedium (Host) Barkworth & D.R. Dewey,Graminoid,CAN:I|L48:I,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,"Spring, Summer, Fall",Spring,Summer,4.5,High,Medium,Medium,Yes,Yes,Yes,5.6,8.4
tall-wheatgrass,tall wheatgrass,Thinopyrum ponticum,grass,3-5,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-8,heavy,THPO7,Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang,Graminoid,CAN:I|L48:I,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,No,No,Mid Summer,Spring,Summer,Summer,5.0,High,Medium,Medium,Yes,Yes,Yes,6.6,10.0
american-basswood,American basswood,Tilia americana,tree,3-8,5,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy",,100,,,,#6b5a4a,6-11,heavy,TIAM,Tilia americana L.,Tree,CAN:I|CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,Yes,No,Yes,Late Spring,Spring and Summer,Summer,Fall,100.0,Low,Low,Medium,Yes,Yes,No,4.5,7.5
spanish-moss,Spanish moss,Tillandsia usneoides,mound,3-8,8,#f1f1e2,,,,,shade,medium,,,,,,,#3a3a34,9-12,light,TIUS,Tillandsia usneoides (L.) L.,Forb/herb,L48:N|PR:N|VI:N,Multiple Stem,Irregular,Fine,Dense,Dense,Yes,No,No,Yes,Late Summer,Spring and Summer,Fall,Winter,,Low,None,Medium,No,No,No,6.0,6.9
common-wheat,common wheat,Triticum aestivum,grass,"1,2,3,4,5,9,10,11,12",3,#e8d24a,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,3.3,,,,#6b5a4a,3-8,heavy,TRAE,Triticum aestivum L.,Graminoid,AK:I|CAN:W|GL:W|HI:I|L48:I|PR:I,Bunch,Erect,Medium,Dense,Porous,No,No,Yes,No,Early Spring,"Fall, Winter and Spring",Spring,Summer,3.3,Low,Medium,Low,Yes,Yes,Yes,5.5,8.0
eastern-gamagrass,eastern gamagrass,Tripsacum dactyloides,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#6b5a4a,6-8,light,TRDA3,Tripsacum dactyloides (L.) L.,Graminoid,L48:N,Bunch,Erect,Medium,Dense,Moderate,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,6.0,High,Medium,Medium,Yes,Yes,Yes,5.7,7.5
yellow-salsify,yellow salsify,Tragopogon dubius,mound,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,heavy,TRDU,Tragopogon dubius Scop.,Forb/herb,AK:I|CAN:I|L48:I,Single Stem,Erect,Fine,Porous,Porous,No,Yes,Yes,No,Mid Spring,Spring and Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,Yes,6.5,7.5
purpletop-tridens,purpletop tridens,Tridens flavus,grass,6-8,8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2.5,,,,#6b5a4a,6-11,moderate,TRFL2,Tridens flavus (L.) Hitchc.,Graminoid,CAN:I|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,Yes,Yes,Late Summer,Summer,Summer,Fall,2.5,High,High,Low,Yes,Yes,Yes,4.5,6.5
crimson-clover,crimson clover,Trifolium incarnatum,mound,"1,2,3,4,5,9,10,11,12",3,#b3261e,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,3-8,heavy,TRIN3,Trifolium incarnatum L.,Forb/herb,CAN:W|HI:I|L48:I,Single Crown,Semi-Erect,Fine,Porous,Porous,No,Yes,No,No,Early Spring,"Fall, Winter and Spring",Spring,Summer,2.0,High,Low,Medium,Yes,Yes,Yes,5.5,7.5
confederate-jasmine,confederate jasmine,Trachelospermum jasminoides,low-climber,3-8,6,#d98a3d,,,,,part-sun,medium,"sandy,loamy,clay",,2,,,,,6-8,,TRJA,Trachelospermum jasminoides (Lindl.) Lem.,Vine,L48:I,Multiple Stem,Climbing,Medium,Dense,Dense,Yes,Yes,No,No,Early Summer,Spring and Summer,Summer,,2.0,Medium,Medium,Medium,Yes,Yes,Yes,5.5,7.0
salsify,salsify,Tragopogon porrifolius,mound,3-8,4,#8f6fb3,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,4.5,,,,#6b5a4a,3-8,heavy,TRPO,Tragopogon porrifolius L.,Forb/herb,CAN:I|HI:I|L48:I,Single Crown,Erect,Coarse,Porous,Porous,No,Yes,Yes,No,Mid Spring,Spring and Summer,Spring,Summer,4.5,Medium,Medium,Medium,Yes,Yes,Yes,5.2,7.8
red-clover,red clover,Trifolium pratense,mound,3-8,5,#b3261e,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,3-8,heavy,TRPR2,Trifolium pratense L.,Forb/herb,AK:I|CAN:I|GL:I|HI:I|L48:I|PR:I|SPM:I,Single Crown,Semi-Erect,Medium,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,Medium,Low,Medium,Yes,Yes,Yes,6.5,7.6
white-clover,white clover,Trifolium repens,mound,1-12,5,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,1-12,moderate,TRRE3,Trifolium repens L.,Forb/herb,AK:I|CAN:I|GL:I|HI:I|L48:I|SPM:I,Stoloniferous,Prostrate,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Year Round,Year Round,Year Round,2.0,Medium,Medium,Medium,Yes,Yes,Yes,6.0,8.0
longspike-tridens,longspike tridens,Tridens strictus,grass,3-5,8,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4.9,,,,#e8d24a,6-11,light,TRST2,Tridens strictus (Nutt.) Nash,Graminoid,L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Spring,Summer,Fall,4.9,Medium,High,Low,Yes,Yes,No,3.5,7.0
subterranean-clover,subterranean clover,Trifolium subterraneum,mound,"1,2,3,4,5,9,10,11,12",2,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,5,,,,#5b7a4b,3-8,moderate,TRSU3,Trifolium subterraneum L.,Forb/herb,CAN:I|HI:I|L48:I,Stoloniferous,Prostrate,Medium,Porous,Porous,No,No,No,No,Late Winter,"Fall, Winter and Spring",Spring,Summer,5.0,Medium,Medium,Medium,Yes,Yes,Yes,5.5,8.0
arrowleaf-clover,arrowleaf clover,Trifolium vesiculosum,mound,1-12,5,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.5,,,,#6b5a4a,6-8,heavy,TRVE,Trifolium vesiculosum Savi,Forb/herb,L48:I,Single Crown,Semi-Erect,Medium,Moderate,Porous,No,Yes,No,No,Late Spring,Year Round,Summer,Summer,3.5,High,Low,Medium,Yes,Yes,Yes,6.0,7.5
cows-clover,cows clover,Trifolium wormskioldii,mound,3-8,5,#b3261e,,#5b7a4b,,,part-sun,medium,loamy,,3.5,,,,#6b5a4a,6-11,moderate,TRWO,Trifolium wormskioldii Lehm.,Forb/herb,AK:N?|CAN:N|L48:N,Rhizomatous,Decumbent,Fine,Moderate,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Fall,3.5,Medium,Low,Medium,No,Yes,No,6.2,7.0
broadleaf-cattail,broadleaf cattail,Typha latifolia,mound,3-8,5,#6b5a4a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,5,,,,#6b5a4a,6-11,heavy,TYLA,Typha latifolia L.,Forb/herb,AK:N|CAN:N|HI:I|L48:N,Rhizomatous,Erect,Coarse,Porous,Porous,No,No,Yes,No,Late Spring,Spring and Summer,Summer,Fall,5.0,Medium,None,High,Yes,Yes,Yes,5.5,8.7
winged-elm,winged elm,Ulmus alata,tree,3-8,3,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,65,,,,#6b5a4a,3-5,moderate,ULAL,Ulmus alata Michx.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,No,Early Spring,Spring and Summer,Spring,Spring,65.0,Low,Low,Medium,Yes,Yes,Yes,5.0,7.0
american-elm,American elm,Ulmus americana,tree,3-8,3,#5b7a4b,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,120,,,,#6b5a4a,3-5,heavy,ULAM,Ulmus americana L.,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Early Spring,Spring and Summer,Spring,Spring,120.0,Medium,Medium,High,Yes,Yes,Yes,5.0,8.0
cedar-elm,cedar elm,Ulmus crassifolia,tree,3-8,8,#5b7a4b,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,90,,,,#6b5a4a,6-11,heavy,ULCR,Ulmus crassifolia Nutt.,Tree,L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,No,Yes,Late Summer,Spring and Summer,Summer,Fall,90.0,Medium,Medium,Medium,Yes,Yes,Yes,5.0,8.1
siberian-elm,Siberian elm,Ulmus pumila,vase,3-8,4,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,70,,,,#6b5a4a,3-5,heavy,ULPU,Ulmus pumila L.,Shrub,CAN:I|L48:I,Single Stem,Erect,Medium,Dense,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Spring,70.0,High,High,Medium,Yes,Yes,Yes,5.5,8.0
